Status,Taker,Name,Notes,Agency,DocType,Id
審核修正…,黃雅絢,阿公店水庫更新工程施工期間環境盛測變更計畫,,環保署,變更內容對照表,0840424A
有條件通…,黃雅絢,阿公店水庫更新改善計畫環境影響說明書,,環保署,說明書,0840421A
有條件通…, ,集集共同引水工程南岸聯絡渠道第一段到第五段山線變更為溪線環境影響說明,,環保署,說明書,0840411A
有條件通…, ,昶緣興化學工業公司廢棄物處理廠設置許可環境影響說明書,,環保署,說明書,0840401A
進入二階…, ,揚昇山莊開發計畫環境影響說明書,,環保署,說明書,0840391A
進入二階…,謝志男,佳燕香山坡地社區環境影響說明書,,環保署,說明書,0840381A
進入二階…,謝志男,淡海新市鎮二、三期開發計畫環境影響說明書,,環保署,說明書,0840371A
有條件通…, ,動植物檢疫中心籌建修正計畫環境影響說明書,,環保署,說明書,0840361A
有條件通…, ,華榮醫院環境影響說明書,,環保署,說明書,0840351A
進入二階…, ,澎湖觀音亭休閒渡假區開發計畫環境影響說明書,,環保署,說明書,0840341A
進入二階…, ,台中航太工業區開發計畫環境影響說明書,,環保署,說明書,0840331A
有條件通…,張同婉,高雄華巍湖濱山城開發計畫環境影響說明書,,環保署,說明書,0840311A
有條件通…, ,仲山勞工住宅社區開發計畫環境影響說明書,,環保署,說明書,0840301A
退件/撤銷,陳冠中,美山觀海社區開發環境影響說明書,,環保署,說明書,0840291A
有條件通…,陳昭旭,九九峰藝術村環境影響說明書,,環保署,說明書,0840281A
有條件通…, ,台灣美加金屬股份有限公司甲級廢棄物處理機構設置許可申請計畫環境影響說明書,,環保署,說明書,0840271A
有條件通…, ,廢棄物處理機構甲級事業廢棄物處理環境影響說明書1/5(郡大實業股份有限公司),,環保署,說明書,0840261A
進入二階…, ,台南都會區大眾捷運系統規劃環境影響說明書,,環保署,說明書,0840251A
進入二階…, ,信立化學工業股份有限公司申請報編工業區環境影響說明書,,環保署,說明書,0840241A
有條件通…, ,玉里~長濱公路新建計畫環境影響說明書,,環保署,說明書,0840231A
有條件通…, ,台北都會區大眾捷運系統後續發展路網環境影響評估--蘆洲支線環境影響評估報告書,,環保署,評估報告書,0840222A
審核修正…,林佳瑋、孫維謙,台北都會區大眾捷運系統新莊線、蘆洲支線因應對策及環境影響差異分析報告,,環保署,差異分析報告,0840213A
有條件通…,-,台北都會區大眾捷運系統後續發展路網環境影響評估--新莊線環境影響評估報告書,承辦人及繳費日期僅供參考,環保署,評估報告書,0840212A
有條件通…, ,台北都會區大眾捷運系統後續發展路網環境影響評估--信義線環境影響評估報告書,,環保署,評估報告書,0840202A
進入二階…,張同婉,大潭燃氣火力發電計畫環境影響說明書,,環保署,說明書,0840191A
有條件通…, ,核能一廠用過核燃料中期貯存計畫環境影響說明書,,環保署,說明書,0840181A
進入二階…,謝志男,淡海新市鎮綜合示範社區污水處理廠工程及垃圾焚化廠工程環境影響說明書,,環保署,說明書,0840171A
有條件通…,謝志男,淡海新市鎮綜合示範社區築堤造地工程環境影響說明書,,環保署,說明書,0840161A
有條件通…, ,勤仲企業廢棄物處理機構甲級事業廢棄物處理環境影響說明書,,環保署,說明書,0840151A
有條件通…,張同婉,佛光人文社會學院建校計畫環境影響評估報告書,,環保署,評估報告書,0840142A
有條件通…, ,嘉益工業股份有限公司申請工業區編定計畫環境影響評估報告書,,環保署,評估報告書,0840132A
有條件通…,張同婉,南港軟體工業特定專用區開發計畫環境影響評估報告,,環保署,評估報告書,0840122A
有條件通…, ,國立台南藝術學院建校工作環境影響評估報告書,,環保署,評估報告書,0840112A
有條件通…, ,國立新竹師範學院香山校地開發計畫環境影響評估報告書,,環保署,評估報告書,0840102A
審核修正…,郭博鳴,和平溪碧海水力發電計畫南溪壩區河川地開挖後廢棄土石再利用變更內容對照表,,環保署,變更內容對照表,0840094A
有條件通…, ,和平溪碧海水力發電計畫環境影響說明書,,環保署,說明書,0840091A
有條件通…, ,台南科學工業園區開發計畫環境影響說明書,,環保署,說明書,0840081A
有條件通…, ,私立鯤鯓科技學院環境影響說明書,,環保署,說明書,0840071A
有條件通…,謝志男,日友公司廢棄物處場股份有限公司申請甲級廢棄物處理機構設置許可環境影響說明書,,環保署,說明書,0840061A
有條件通…, ,台南新吉工業區開發環境影響評估報告書,,環保署,評估報告書,0840052A
有條件通…,周韋儒,桃園地區污水下水道系統工程環境影響說明書,1.本案係103年補傳之資料，繳費日期以登記在案之第一次提案審查日期,桃園縣,說明書,0840051D
有條件通…,周韋儒,中壢大型購物休閒中心環境影響說明書(定稿本),1.本案係103年補傳之資料，繳費日期以登記在案之第一次提案審查日期。,桃園縣,說明書,0840041D
有條件通…,張秀靜,同德家商擴校計畫暨開發許可計畫書,,南投縣,評估報告書,0840032I
有條件通…, ,廢棄物處理機構甲級事業廢棄物處理環境影響說明書5/5(久發環保股份有限公司),,環保署,說明書,0840031A
審查中,王宇萱,工商綜合區中壢大型購物休閒中心,,桃園縣,說明書,0840031D
進入二階…, ,華光智能發展中心內立分部,說明書定稿本,新竹縣,說明書,0840031E
審核修正…, ,台灣水泥股份有限公司竹東廠赤柯山石灰石礦場,環境調查報告書,新竹縣,環境調查報告,0840027E
通過審查…,李蔚然,牡丹淨水場環境影響評估報告,,屏東縣,評估報告書,0840022N
有條件通…, ,廢棄物處理機構甲級事業廢棄物處理環境影響說明書2/5(自翔工業有限公司),,環保署,說明書,0840021A
有條件通…,黃亭蓉,財團法人私立青雲老人安養中心山坡地開發建築,,新北市,說明書,0840021B
審查中,王宇萱,桃園縣平鎮市平鎮段土地14筆由特定農業區丁種建築用地變更為甲種建築用地案,,桃園縣,說明書,0840021D
有條件通…,張秀靜,南投縣中寮鄉永玄宮寺廟開發計畫,,南投縣,說明書,0840021I
有條件通…,莊惠如,基隆市信義區深澳坑段深澳小段238等地號開發計畫環境影響說明書基市環保局審查意見暨說明(修訂本),,基隆市,說明書,0840021R
審核修正…, ,玉山石礦股份有限公司玉山石灰石礦開發,環境調查報告書,新竹縣,環境調查報告,0840017E
有條件通…,譚仲萍,台灣省自來水股份有限公司南區工程處牡丹淨水場環境影響評估報告書,,屏東縣,評估報告書,0840012N
有條件通…, ,廢棄物處理機構甲級事業廢棄物處理環境影響說明書3/5(碧志企業有限公司),,環保署,說明書,0840011A
進入二階…, ,國軍示範公墓開發計畫,,新北市,說明書,0840011B
審查中,王宇萱,台灣西部走廊東西向快速公路建設觀音大溪線,,桃園縣,說明書,0840011D
有條件通…,張秀靜,南投市彰峰開發公司土石採取展期申請案 環境影響說明書,,南投縣,說明書,0840011I
有條件通…,莊惠如,基隆市七堵區國際與新今日汽車駕訊班開發計畫環境影響說明書(修訂本),,基隆市,說明書,0840011R
通過審查…,-,雲林斗六山坡地住宅社區開發案環境影響評估報告書,因資料缺漏，故繳費日期僅供參考。,環保署,評估報告書,0831162A
審核修正…,-,乙級處理機構廢棄物處理廠設置許可證申請計劃書審查意見補充(第二次補充),由於資料太老舊，故基地行政區、繳費日期、處理情形、審查結論別僅供參考,環保署,其他,0831158A
有條件通…,李明昌,彰化縣彰化市番社口段番社口小段180-24、181地號由特定農業區丁種建築用地變更為甲種建築用地,,環保署,說明書,0831141A
有條件通…, ,苗栗苑裡鎮公所錦山社區開發案開發許可環境說明書,,環保署,說明書,0831131A
審查中, ,富鼎山莊坡地社區開發同意暨開發許可計畫書(四)環境說明,,環保署,說明書,0831121A
, ,苗栗縣造橋新境社區山坡地整體開發環境影響評估報告書,,環保署,評估報告書,0831112A
有條件通…, ,欣榮大地社區開發計畫環境影響評估報告書,,環保署,評估報告書,0831102A
有條件通…, ,高雄縣岡山工業區開發計畫環境說明書,,環保署,說明書,0831091A
審核修正…,孫維謙,桃園煉油廠廢棄物處理系統境影響說明書環境影響差異分析報告,,環保署,差異分析報告,0831083A
審核修正…,郭博鳴,台灣西部走廊東西向快速公路漢寶草屯線E409 標埔心交流道新建工程環境影響差異分析報告,,環保署,差異分析報告,0831063A
審核修正…,孫維謙,桃園煉油廠沙崙輸油站航空燃油貯槽興建計畫環境影響說明書環境影響差異分析報告,,環保署,其他,0831058A
審核修正…, ,通霄發電廠複循第六號機發電計畫環境影響調查報告書,,環保署,其他,0831038A
有條件通…,蔡玲儀,通霄發電廠複循環第六號機發電計畫環境影響評估報告,繳費日期僅供參考,環保署,評估報告書,0831032A
有條件通…, ,台中縣霧峰「電影文化城」社區開發案環境影響評估報告書,,環保署,評估報告書,0831022A
有條件通…, ,苗栗頭份興隆山莊住宅社區開發案環境影響評估報告書,,環保署,評估報告書,0831012A
有條件通…, ,苗栗頭份東興山莊住宅社區開發案環境影響評估報告書（定稿本）,,環保署,評估報告書,0831002A
有條件通…, ,中國鋼鐵股份有限公司電磁鋼片產線投資計畫環境說明書(定稿本),,環保署,說明書,0830991A
有條件通…, ,福誼化學工業股份有限公司甲級廢棄物處理機構環境說明書,,環保署,說明書,0830981A
有條件通…,郭博鳴,台灣地區西部走廊東西向快速公路建設計畫--萬里~瑞濱線規劃設計工作環境說明書,,環保署,說明書,0830971A
有條件通…, ,台灣地區西部走廊東西向快速公路建設計畫--後龍~汶水線環境說明書,,環保署,說明書,0830961A
有條件通…, ,台灣地區西部走廊東西向快速公路建設計畫--東石~嘉義線環境說明書,,環保署,說明書,0830951A
有條件通…, ,朝陽技術學院新增校地開發環境影響評估報告書,,環保署,評估報告書,0830942A
有條件通…, ,世易花蓮水泥廠建設計畫環境影響評估報告,,環保署,評估報告書,0830932A
審核修正…, ,東西向快速公路南寮竹東線環境影響說明書變更內容對照表,,環保署,變更內容對照表,0830924A
有條件通…, ,台灣地區西部走廊東西向快速公路建設計畫--南寮~竹東線環境說明書,,環保署,說明書,0830921A
有條件通…,盧柏州,傑帝爾國際高爾夫球場(四)環境說明書,,環保署,說明書,0830911A
有條件通…,徐淑芷,林園廠硫化物污染改善計畫環境說明書,,環保署,說明書,0830901A
有條件通…, ,台灣地區西部走廊東西向快速公路建設計畫--彰濱~台中線（快官台中段）環境說明書,,環保署,說明書,0830891A
不應開發…, ,豪景花園山莊山坡地住宅社區開發環境影響說明書,,環保署,說明書,0830881A
進入二階…, ,楓橋山莊開發計畫環境說明書,,環保署,說明書,0830871A
有條件通…,盧柏州,樹梅坑坡地社區開發計畫環境影響評估報告書,,環保署,評估報告書,0830862A
有條件通…,徐淑芷,華園山莊開發計畫環境說明書,,環保署,說明書,0830851A
有條件通…,盧柏州,育達商業技術學院暨造橋學園社區建築整體開發計畫環境影響評估報告書,,環保署,評估報告書,0830842A
進入二階…, ,苗栗育達商業家政專科學校造橋學園社區建築整體計畫環境說明書,,環保署,說明書,0830831A
進入二階…, ,雲林離島工業區水源開發可行性規劃瑞峰水庫環境說明書計畫環境影響評估第一期工作環境說明書,,環保署,說明書,0830821A
有條件通…, ,台灣地區北部區域坪林水庫可行性規劃-專題報告（十三）環境影響評估報告,,環保署,評估報告書,0830812A
有條件通…, ,花蓮海洋渡假中心B區開發事業計畫環境說明書,,環保署,說明書,0830801A
有條件通…, ,花蓮海洋渡假中心A區開發事業計畫環境說明書,,環保署,說明書,0830791A
有條件通…, ,台灣省新風景區觀光資源管理利用計畫--觀音山風景特定區環境說明書,,環保署,說明書,0830781A
有條件通…, ,台灣省新風景區觀光資源管理利用計畫--梨山風景特定區環境說明書,,環保署,說明書,0830771A
有條件通…, ,台灣省新風景區觀光資源管理利用計畫--北海岸風景特定區環境說明書,,環保署,說明書,0830761A
有條件通…, ,台灣省新風景區觀光資源管理利用計畫--八卦山風景特定區環境說明書,,環保署,說明書,0830751A
有條件通…, ,東北部民俗技藝園還境影響說明書,,環保署,說明書,0830741A
審核修正…,孫維謙,和平水泥專業用港開發計畫環境影響評估報告書審查結論尚待核備事項之補充說明,,環保署,變更內容對照表,0830734A
有條件通…,孫維謙,和平水泥專用港開發計畫環境影響評估書,,環保署,評估報告書,0830732A
有條件通…,陳冠中,桃園縣觀音擴大(外海)工業區環境影響評估報告書,,環保署,評估報告書,0830722A
有條件通…, ,台灣電力公司蘭嶼儲存場原設施改善與增建工程環境說明書,,環保署,說明書,0830711A
有條件通…, ,台灣地區西部走廊東西向快速公路八里新店線興建工程-壹、台一丁省道~秀朗橋段環境說明書,,環保署,說明書,0830701A
審核修正…, ,八里國際高爾夫球場因應對策,,環保署,其他,0830698A
審核修正…, ,八里國際高爾夫球場環境監測計畫變更內容對照表,,環保署,變更內容對照表,0830694A
有條件通…, ,八里國際高爾夫球場擴建計畫環境說明書,,環保署,說明書,0830691A
有條件通…, ,北濱林口國際高爾夫球場擴建計畫環境說明書,,環保署,說明書,0830681A
有條件通…, ,中山高速公路新竹--員林段拓寬工程環境說明書,,環保署,說明書,0830671A
進入二階…, ,神達安居計畫寶山坡地社區開發同意暨開發許可計畫書(五)環境說明書,,環保署,說明書,0830661A
進入二階…, ,台灣地區南部區域瑪家水庫計畫環境影響說明書,,環保署,說明書,0830651A
有條件通…, ,高雄國際機場拓寬計畫第二期工程環境說明書,,環保署,說明書,0830641A
進入二階…,陳昭旭,國立新竹師範學院香山校地開發環境說明書,,環保署,說明書,0830631A
進入二階…, ,國立台南藝術學院建校工作環境影響說明書,,環保署,說明書,0830621A
進入二階…, ,台灣電力公司蘇澳火力發電計畫環境說明書,,環保署,說明書,0830611A
進入二階…,孫維謙,高雄新市鎮整體開發環境影響說明書,,環保署,說明書,0830601A
有條件通…, ,卑南文化公園環境說明書,,環保署,說明書,0830591A
審核修正…,黃俊哲,國立高雄大學預定地 環境影響說明書變更內容對照表,,環保署,變更內容對照表,0830584A
有條件通…, ,國立高雄大學預定地環境影響說明書,,環保署,說明書,0830581A
進入二階…,張同婉,寶山花園新城環境說明書,,環保署,說明書,0830571A
進入二階…, ,大秦環境工程公司甲級廢棄物處理廠環境影響說明書,,環保署,說明書,0830561A
有條件通…, ,核能一廠溫排水出水口改善計畫環境說明書,,環保署,說明書,0830551A
進入二階…, ,佛光人文社會學院建校計畫環境說明書,,環保署,說明書,0830531A
進入二階…, ,梨山風景特定區焚化廠興建工程環境說明書,,環保署,說明書,0830521A
進入二階…, ,雲林縣湖山、湖南水庫環境說明書,,環保署,說明書,0830511A
審核修正…,烏曉天,通霄發電廠複循第四、五號機發電計畫氣渦輪機葉片升級變更內容對照表,,環保署,變更內容對照表,0830494A
有條件通…, ,通霄發電廠複循環第四、五號機發電計畫環境影響評估報告,,環保署,評估報告書,0830492A
進入二階…, ,大林發電廠第六號機發電計畫環境影響說明書,,環保署,說明書,0830481A
審核修正…,黃雅絢,明潭發電廠運轉期間環境監測計畫變更案,,環保署,變更內容對照表,0830474A
有條件通…,張穗蘋,明潭抽蓄水力發電計畫環境影響評估報告,,環保署,評估報告書,0830472A
有條件通…, ,大林發電廠第六號機發電計畫環境影響評估報告,,環保署,評估報告書,0830462A
有條件通…,盧柏州,傑帝爾國際高爾夫球場(計畫變更)環境影響說明書,,環保署,說明書,0830451A
進入二階…, ,關西山莊山坡地住宅社區開發建築計畫環境影響說明書,,環保署,說明書,0830421A
進入二階…, ,陽泰華城開發計畫環境影響說明書,,環保署,說明書,0830411A
進入二階…,邱景昆,楊梅梅溪社區開發計畫環境影響說明書,,環保署,說明書,0830401A
進入二階…, ,大崗山花園新城環境說明書,,環保署,說明書,0830381A
有條件通…,陳淨修,澎湖發電廠第九、十號發電計畫環境影響評估報告,,環保署,評估報告書,0830372A
有條件通…,徐淑芷,林口發電廠氣渦輪機發電計畫環境影響評估報告,,環保署,評估報告書,0830352A
有條件通…, ,林口火力發電廠第二號機改燒煤工程環境影響評估報告,,環保署,評估報告書,0830342A
有條件通…,張穗蘋,新天輪水力發電計畫環境影響評估報告,,環保署,評估報告書,0830332A
有條件通…, ,台中發電廠氣渦輪機增設汽輪機發電計畫環境說明書,,環保署,說明書,0830311A
有條件通…, ,南部發電廠複循環第一至第三號機發電計畫環境影響評估報告,,環保署,評估報告書,0830302A
審核修正…,烏曉天,台灣地區西部走廊東西向快速公路建設計畫漢寶-草屯線環境影響說明書環境影響變更內容對照表,,環保署,變更內容對照表,0830284A
有條件通…, ,台灣地區西部走廊東西向快速公路建設計畫--漢寶~草屯線環境說明書,,環保署,說明書,0830281A
退件/撤銷,邱景昆,埔里鎮大湳里虎山農村社區環境影響說明書,開發單位撤回（請注銷）,環保署,說明書,0830271A
有條件通…,呂雅雯,中國鋼鐵股份有限公司氧氣工廠七號機增建計畫環境說明書,,環保署,說明書,0830261A
有條件通…, ,台北市工務局養護工程處基隆河中山橋至成美橋段河道整治計畫環境影響說明書,,環保署,說明書,0830251A
有條件通…,彭成熹,高速鐵路環境影響評估報告,繳費日期僅供參考,環保署,評估報告書,0830242A
有條件通…,黃雅絢,核能二廠用過核燃料中期貯存計畫環境影響說明書,,環保署,說明書,0830211A
有條件通…, ,中正國際機場至松山機場間新交通捷運線工程環境影響評估書,,環保署,評估報告書,0830202A
有條件通…,盧柏州,台中都會區大眾捷運系統規劃環境說明書,,環保署,說明書,0830191A
有條件通…,孫維謙,台北都會區大眾捷運系統後續發展路網環境影響評估--松山線環境影響評估報告書,,環保署,評估報告書,0830182A
有條件通…,何俊明,新武界隧道及栗栖溪引水計畫環境說明書,,環保署,說明書,0830171A
有條件通…, ,台北市都會區大眾捷運系統內湖線環境影響評估報告書,,環保署,評估報告書,0830152A
有條件通…,孫維謙,行政院環保署高雄縣、新竹縣、彰化縣垃圾資源回收廠興建工程--彰化縣垃圾資源回收廠環境影響評估報告書,,環保署,評估報告書,0830142A
有條件通…, ,廢棄物處理機構增設處理項目設置許可申請環境說明書,,環保署,說明書,0830131A
有條件通…,何俊明,桃園煉油廠廢棄物處理系統環境說明書,,環保署,說明書,0830121A
有條件通…,楊宏文,高雄市南區資源回收廠環境影響評估報告書,,環保署,評估報告書,0830102A
有條件通…, ,順倉股份有限公司甲級廢棄物處理機構開發計畫環境說明書,,環保署,說明書,0830091A
有條件通…, ,桃園煉油廠沙崙輸油站航空燃油貯槽興建計畫環境影響說明書,,環保署,說明書,0830071A
有條件通…,邱景昆,楊梅矮坪子社區整體開發建築計畫環境影響評估報告書,,環保署,評估報告書,0830052A
有條件通…,莊惠如,基隆市安樂區鶯歌石段棄土場設置計畫環境說明書(修訂本),,基隆市,說明書,0830041R
有條件通…,張秀靜,南投縣國姓鄉群英納骨寶塔,,南投縣,評估報告書,0830032I
有條件通…,張同婉,澎湖尖山火力發電計畫環境說明書,,環保署,說明書,0830031A
有條件通…,莊惠如,基隆市信義區大水窟段32~5號等棄土場環境說明書,,基隆市,說明書,0830031R
有條件通…,張秀靜,中台禪寺開發計畫環境影響評估報告書,,南投縣,評估報告書,0830022I
有條件通…, ,昌冠企業有限公司申請甲級廢棄物處理廠設置許可環境影響說明書,,環保署,說明書,0830021A
有條件通…,涂智銘,新欣營建工程廢土棄置場設置計劃環境影響說明書,,彰化縣,說明書,0830021H
有條件通…,莊惠如,順欣興業基隆市中和路喜市社區遊憩場計畫環境說明書(含污染防治計畫),,基隆市,說明書,0830021R
有條件通…,李正怡,隆山元工業區開發計畫,,新竹市,說明書,0830021S
有條件通…,張秀慧,台北縣立竹圍子國民中學整體開發計畫,,新北市,評估報告書,0830012B
有條件通…, ,彰化縣垃圾資源回收廠環境影響評估報告書,,彰化縣,評估報告書,0830012H
進入二階…, ,恆春機場整建計畫環境影響說明書,,環保署,說明書,0830011A
有條件通…,莊惠如,順欣企業基隆喜市社區自設棄土場環境影響說明書,,基隆市,說明書,0830011R
有條件通…,李正怡,鄭建家社區開發環境說明書,,新竹市,說明書,0830011S
審查中, ,苗栗苑裡來來山莊社區開發案開發許可環境說明書,,環保署,說明書,0820691A
有條件通…, ,百津園山莊坡地社區開發同意暨開發許可計畫書環境說明書,,環保署,說明書,0820681A
有條件通…, ,台中縣潭子鄉聚興段山坡地保育區山坡地開發許可申請書(五)環境說明書,,環保署,說明書,0820671A
有條件通…, ,上祈企業有限公司廢棄物處理機構環境說明書,,環保署,說明書,0820661A
有條件通…, ,萬榮水泥廠建廠計畫環境影響評估定稿報告,,環保署,評估報告書,0820652A
有條件通…,柳文成,私立聯亞技術學院環境影響評估報告書,,環保署,評估報告書,0820642A
退件/撤銷,徐淑芷,東方名人高爾夫球場會館變更計畫環境說明書,,環保署,說明書,0820631A
有條件通…, ,台中港水泥圓庫興建計畫環境影響說明書,,環保署,說明書,0820621A
審核修正…, ,『淡江大學蘭陽分部（校區）整體開發及建築計畫』差異分析報告,,環保署,差異分析報告,0820613A
審核修正…, ,行政院環保署興建之台北縣新店、樹林及八里廠、新竹市廠、台中縣后里廠、彰化縣溪州廠、高雄縣仁武及岡山廠、台南縣永康廠及嘉義縣鹿草廠等十座垃圾焚化廠併燒一般事業廢棄物環境影響差異分析報告,,環保署,差異分析報告,0820603A
審核修正…,邱景昆,第一類廢棄物處理機構甲級事業廢棄物設置許可變更環境影響差異分析報告,,環保署,差異分析報告,0820593A
審核修正…, ,高雄煉油總廠林園廠汽電共生計畫變更環境影響差異分析報告,,環保署,差異分析報告,0820583A
有條件通…,謝志男,屏東縣崁頂垃圾資源回收廠興建工程環境影響評估環境影響評估報告書,,環保署,評估報告書,0820552A
有條件通…, ,苗栗頭份海岳山莊社區開發案開發許可環境說明書,,環保署,說明書,0820541A
有條件通…, ,台灣西部走廊東西向快速公路建設計畫--彰濱~台中線（彰濱快官段）環境影響說明書,,環保署,說明書,0820531A
有條件通…, ,雲林富致山坡地社區開發案開發許可環境說明書,,環保署,說明書,0820521A
有條件通…, ,台北都會區大眾捷運系統--後續發展路網環境影響評估台北車站地區與中華路地下街環境影響評估報告書,,環保署,評估報告書,0820512A
有條件通…,謝志男,興達發電廠灰塘工程計畫環境說明書,,環保署,說明書,0820501A
有條件通…, ,中國石油化學股份有限公司「中部地區油泥焚化爐設置工程」環境說明書,,環保署,說明書,0820491A
進入二階…,孫維謙,月眉大型育樂區開發計畫環境影響說明書,,環保署,說明書,0820481A
進入二階…,陳文芳,和平水泥專用港開發計畫環境說明書,,環保署,說明書,0820471A
有條件通…, ,通霄土城段山坡地住宅社區開發環境影響評估報告書,,環保署,評估報告書,0820462A
有條件通…, ,通霄土城段山坡地住宅社區開發環境說明書,,環保署,說明書,0820461A
有條件通…, ,苗栗頭屋山坡地住宅社區開發許可環境說明書,,環保署,說明書,0820451A
進入二階…, ,新竹縣寶山第二水庫環境說明書,,環保署,說明書,0820441A
進入二階…, ,行政院環保署高雄縣、新竹縣、彰化縣垃圾資源回收廠興建工程--彰化廠環境說明書,,環保署,說明書,0820431A
有條件通…,何俊明,新竹市垃圾資源回收廠環境影響評估報告書,,環保署,評估報告書,0820412A
審核修正…,林佳瑋,興達發電廠增建複循環機組發電計畫運轉期間環境監測計畫變更內容對照表,,環保署,變更內容對照表,0820404A
有條件通…, ,興達發電廠增建複循環機組發電計畫環境影響評估報告,,環保署,評估報告書,0820402A
有條件通…, ,南星計畫(大林蒲填海計畫中程計畫)中程計畫環境說明書,,環保署,說明書,0820391A
有條件通…,陳昭旭,台北縣垃圾資源回收廠環境影響評估報告書,,環保署,評估報告書,0820382A
有條件通…,曾玟富,中國石油化學工業開發股份有限公司第三套已內醯胺製造計畫環境說明書,,環保署,說明書,0820371A
有條件通…, ,台灣西部走廊東西向快速公路建設計畫--台南~關廟線工程環境說明書,,環保署,說明書,0820361A
有條件通…, ,中國石油股份有限公司高雄煉油總廠大林廠興建焚化爐、廢鹼氧化裝置暨修改汽電共生系統計畫環境說明書,,環保署,說明書,0820351A
進入二階…, ,霧峰「電影文化城」社區開發案開發許可環境說明書,,環保署,說明書,0820341A
審核修正…, ,科學園別墅山莊環境影響評估報告書變更內容對照表,,環保署,變更內容對照表,0820334A
有條件通…, ,科學園別墅山莊環境影響評估報告書,,環保署,評估報告書,0820332A
有條件通…, ,南天母坡地社區環境影響評估報告書,,環保署,評估報告書,0820322A
有條件通…, ,淡海新市鎮開發計畫環境說明書,,環保署,說明書,0820311A
進入二階…, ,苗栗通霄南區海埔地造地開發計畫環境說明書,,環保署,說明書,0820301A
有條件通…,柳文成,私立聯華技術學院環境影響評估報告書,,環保署,評估報告書,0820292A
審核修正…,林佳瑋,淡江大學蘭陽分部（校園）第二聯外道路變更內容對照表,,環保署,變更內容對照表,0820284A
有條件通…,孫維謙,私立宜江工學院環境影響評估報告,,環保署,評估報告書,0820282A
有條件通…, ,高雄港跨海大橋工程環境說明書,,環保署,說明書,0820271A
有條件通…,?,南投縣魚池鄉大雁段山坡地住宅社區申請開發同意暨開發許可計畫書(四)環境影響說明書,,環保署,說明書,0820261A
有條件通…,郭博鳴,南化水庫越域引水工程計畫環境說明書,,環保署,說明書,0820251A
退件/撤銷,徐淑芷,彰濱遊樂區開發計畫(伸港、福興、漢寶、三海埔地區)環境影響評估報告書,,環保署,評估報告書,0820242A
審核修正…,郭博鳴,「泰銘實業股份有限公司廢棄物處理機構」環境影響說明書變更內容對照表,,環保署,變更內容對照表,0820234A
有條件通…, ,泰銘公司申請「甲級廢棄物處理機構」環境說明書,,環保署,說明書,0820231A
審核修正…,黃雅絢,台中縣后里垃圾資源回收廠環境影響調查報告書,,環保署,其他,0820228A
有條件通…, ,台中縣垃圾資源回收廠環境影響評估報告書,,環保署,評估報告書,0820222A
有條件通…, ,高雄縣仁武垃圾資源回收廠興建工程環境環境影響評估報告書,,環保署,評估報告書,0820212A
有條件通…,曾玟富,台北市山豬窟垃圾衛生掩埋場環境影響評估報告書定稿報告,,環保署,評估報告書,0820172A
審核修正…,孫維謙,『沙崙廢油泥處理場設施改善計畫環境影響說明書』環境差異分析報告,,環保署,差異分析報告,0820163A
有條件通…, ,中國石油股份有限公司沙崙廢油泥處理場設施改善計畫環境說明書,,環保署,說明書,0820161A
審核修正…,陳昭旭,大發事業廢棄物處理廠設置許可變更案環境影響差異分析報告,,環保署,差異分析報告,0820153A
有條件通…, ,大發事業廢棄物處理廠環境說明書,,環保署,說明書,0820151A
有條件通…,盧柏州,上祈廢棄物處理機構環境影響說明書,繳費日期僅供參考,環保署,說明書,0820141A
有條件通…, ,離島式基礎工業區石化工業綜合區第二期開發計畫環境影響評估報告書,,環保署,評估報告書,0820122A
有條件通…, ,中國石油股份有限公司高雄煉油總廠林園廠汽電共生興建計畫環境說明書,,環保署,說明書,0820111A
有條件通…, ,中國石油股份有限公司高雄煉油總廠汽電共生興建計畫環境說明書,,環保署,說明書,0820101A
審核修正…,郭博鳴,台灣糖業公司精煉糖廠興建計畫『環境監測計畫變更內容對照表』,,環保署,變更內容對照表,0820094A
有條件通…, ,台灣糖業股份有限公司固定資產投資專案計畫--精煉糖廠興建計畫環境說明書,,環保署,說明書,0820091A
有條件通…, ,高雄煉油總廠大林廠102號淺水碼頭興建計畫環境說明書,,環保署,說明書,0820081A
有條件通…,陳文芳,嘉義縣鰲鼓工業區開發計畫環境影響評估報告書,,環保署,評估報告書,0820072A
有條件通…, ,台灣地區西部走廊東西向快速公路建設計畫--高雄~潮州線環境說明書,,環保署,說明書,0820061A
有條件通…, ,高雄都會區大眾捷運系統紅、橘線基本路網評估報告書,,環保署,評估報告書,0820052A
有條件通…,何俊明,興達及南部發電廠燃氣機組供氣專管環境說明書,,環保署,說明書,0820041A
有條件通…,周韋儒,桃園縣八德鄉八塊段三~十九地號丁建變更甲建案土地使用計畫書暨環境說明書,1.本案係103年補傳之資料，繳費日期以登記在案之第一次提案審查日期。,桃園縣,說明書,0820041D
審核修正…,方偉達,國立高雄第一科技大學校園開發環境影響差異分析報告,,環保署,差異分析報告,0820033A
有條件通…, ,國立高雄技術學院校園開發環境說明書,,環保署,說明書,0820031A
審查中,王宇萱,沙崙廢油泥處理場設施改善計畫,,桃園縣,說明書,0820031D
有條件通…, ,大安高爾夫球場環境說明書,,環保署,說明書,0820021A
審查中,王宇萱,桃園煉油廢棄物處理系統,,桃園縣,說明書,0820021D
